央视频道,#genre#
CCTV1,http://117.83.79.40:5555/rtp/239.49.8.129:6000
CCTV1,http://117.83.79.40:5555/rtp/239.49.8.19:9614
CCTV1,http://222.95.96.123:8001/rtp/239.49.8.19:9614
CCTV2,http://117.83.79.40:5555/rtp/239.49.8.50:9802
CCTV2,http://49.67.162.241:8181/rtp/239.49.8.130:6000
CCTV2,http://49.67.162.241:8181/rtp/239.49.8.50:9802
CCTV4,http://117.83.79.40:5555/rtp/239.49.8.131:6000
CCTV4,http://117.83.79.40:5555/rtp/239.49.8.51:9806
CCTV5,http://117.83.79.40:5555/rtp/239.49.8.170:6000
CCTV5,http://117.83.79.40:5555/rtp/239.49.8.172:6000
CCTV5,http://222.95.96.123:8001/rtp/239.49.8.172:6000
CCTV5+,http://222.95.96.123:8001/rtp/239.49.8.18:9610
CCTV5+,http://49.67.162.241:8181/rtp/239.49.8.137:6000
CCTV7,http://117.83.79.40:5555/rtp/239.49.8.132:6000
CCTV7,http://117.83.79.40:5555/rtp/239.49.8.52:9810
CCTV7,http://49.67.162.241:8181/rtp/239.49.8.132:6000
CCTV9,http://117.83.79.40:5555/rtp/239.49.8.133:6000
CCTV9,http://117.83.79.40:5555/rtp/239.49.8.53:9814
CCTV9,http://49.67.162.241:8181/rtp/239.49.8.53:9814
CCTV10,http://117.83.79.40:5555/rtp/239.49.8.54:9818
CCTV10,http://222.95.96.123:8001/rtp/239.49.8.134:6000
CCTV10,http://49.67.162.241:8181/rtp/239.49.8.54:9818
CCTV14,http://49.67.162.241:8181/rtp/239.49.8.136:6000

卫视频道,#genre#
湖南卫视,http://222.95.96.123:8001/rtp/239.49.8.12:9418
湖南卫视,http://49.67.162.241:8181/rtp/239.49.8.12:9418
浙江卫视,http://222.95.96.123:8001/rtp/239.49.8.20:9618
浙江卫视,http://49.67.162.241:8181/rtp/239.49.8.139:6000
江苏卫视,http://222.95.96.123:8001/rtp/239.49.0.126:8000
江苏卫视,http://222.95.96.123:8001/rtp/239.49.8.138:6000
江苏卫视,http://49.67.162.241:8181/rtp/239.49.0.126:8000
江苏卫视,http://49.67.162.241:8181/rtp/239.49.8.138:6000
北京卫视,http://222.95.96.123:8001/rtp/239.49.8.141:6000
北京卫视,http://49.67.162.241:8181/rtp/239.49.8.141:6000
东方卫视,http://222.95.96.123:8001/rtp/239.49.8.140:6000
东方卫视,http://222.95.96.123:8001/rtp/239.49.8.17:9606
东方卫视,http://49.67.162.241:8181/rtp/239.49.8.140:6000
东方卫视,http://49.67.162.241:8181/rtp/239.49.8.17:9606
广东卫视,http://49.67.162.241:8181/rtp/239.49.8.143:6000
深圳卫视,http://222.95.96.123:8001/rtp/239.49.8.145:6000
辽宁卫视,http://49.67.162.241:8181/rtp/239.49.8.173:6000
山东卫视,http://222.95.96.123:8001/rtp/239.49.8.146:6000
山东卫视,http://222.95.96.123:8001/rtp/239.49.8.7:9306
天津卫视,http://222.95.96.123:8001/rtp/239.49.8.148:6000
天津卫视,http://222.95.96.123:8001/rtp/239.49.8.35:8620
天津卫视,http://49.67.162.241:8181/rtp/239.49.8.148:6000
重庆卫视,http://222.95.96.123:8001/rtp/239.49.8.57:9830
重庆卫视,http://49.67.162.241:8181/rtp/239.49.8.149:6000
东南卫视,http://49.67.162.241:8181/rtp/239.49.8.112:8000
贵州卫视,http://222.95.96.123:8001/rtp/239.49.8.174:6000
黑龙江卫视,http://117.83.79.40:5555/rtp/239.49.8.14:9426
黑龙江卫视,http://222.95.96.123:8001/rtp/239.49.8.144:6000
黑龙江卫视,http://222.95.96.123:8001/rtp/239.49.8.14:9426
黑龙江卫视,http://49.67.162.241:8181/rtp/239.49.8.14:9426
湖北卫视,http://49.67.162.241:8181/rtp/239.49.8.8:9632
江西卫视,http://222.95.96.123:8001/rtp/239.49.8.185:6000
江西卫视,http://49.67.162.241:8181/rtp/239.49.8.111:8000
吉林卫视,http://222.95.96.123:8001/rtp/239.49.8.113:8000
吉林卫视,http://222.95.96.123:8001/rtp/239.49.8.187:6000
吉林卫视,http://49.67.162.241:8181/rtp/239.49.8.187:6000
四川卫视,http://222.95.96.123:8001/rtp/239.49.8.110:8000

国教频道,#genre#
中国教育1,http://49.67.162.241:8181/rtp/239.49.8.115:8000

数字频道,#genre#
欢笑剧场,http://222.95.96.123:8001/rtp/239.49.8.182:6000
茶频道,http://49.67.162.241:8181/rtp/239.49.0.146:8000
快乐垂钓,http://222.95.96.123:8001/rtp/239.49.0.114:8000
游戏风云,http://222.95.96.123:8001/rtp/239.49.8.176:6000
游戏风云,http://49.67.162.241:8181/rtp/239.49.8.176:6000

其他频道,#genre#
BESTV超级体育2,http://222.95.96.123:8001/rtp/239.49.8.164:6000
itv导视,http://49.67.162.241:8181/rtp/239.49.8.150:6000
max极速汽车2?,http://222.95.96.123:8001/rtp/239.49.1.178:6000
备用1,http://49.67.162.241:8181/rtp/239.49.8.160:6000
宿迁综合,http://222.95.96.123:8001/rtp/239.49.1.140:6000
连云港公共频道,http://222.95.96.123:8001/rtp/239.49.1.245:6000
连云港公共频道,http://49.67.162.241:8181/rtp/239.49.0.188:8000
连云港新闻综合,http://222.95.96.123:8001/rtp/239.49.0.186:8000
连云港新闻综合,http://49.67.162.241:8181/rtp/239.49.1.244:6000
金鹰纪实,http://222.95.96.123:8001/rtp/239.49.8.203:6000

更新时间,#genre#
2024-03-22_19:04:38,https://taoiptv.com/time.mp4
