央视频道,#genre#
CCTV03,http://49.113.10.134:888/rtp/238.125.1.21:5140
CCTV03,http://49.113.10.134:888/rtp/238.125.5.21:5140
CCTV04,http://49.113.10.134:888/rtp/238.125.1.67:5140
CCTV04,http://49.113.10.134:888/rtp/238.125.5.67:5140
CCTV05,http://49.113.10.134:888/rtp/238.125.1.22:5140
CCTV05,http://49.113.10.134:888/rtp/238.125.5.22:5140
CCTV05+,http://49.113.10.134:888/rtp/238.125.1.29:5140
CCTV05+,http://49.113.10.134:888/rtp/238.125.5.29:5140
CCTV06,http://49.113.10.134:888/rtp/238.125.1.23:5140
CCTV06,http://49.113.10.134:888/rtp/238.125.5.23:5140
CCTV07,http://49.113.10.134:888/rtp/238.125.1.24:5140
CCTV07,http://49.113.10.134:888/rtp/238.125.5.24:5140
CCTV08,http://49.113.10.134:888/rtp/238.125.1.25:5140
CCTV08,http://49.113.10.134:888/rtp/238.125.5.25:5140
CCTV09,http://49.113.10.134:888/rtp/238.125.1.26:5140
CCTV09,http://49.113.10.134:888/rtp/238.125.5.26:5140
XJTV1,http://49.113.10.134:888/rtp/238.125.3.174:5140
XJTV1,http://49.113.10.134:888/rtp/238.125.7.145:5140
XJTV10,http://49.113.10.134:888/rtp/238.125.3.183:5140
XJTV10,http://49.113.10.134:888/rtp/238.125.7.154:5140
XJTV11,http://49.113.10.134:888/rtp/238.125.3.184:5140
XJTV11,http://49.113.10.134:888/rtp/238.125.7.155:5140
XJTV12,http://49.113.10.134:888/rtp/238.125.3.185:5140
XJTV12,http://49.113.10.134:888/rtp/238.125.7.156:5140
XJTV2,http://49.113.10.134:888/rtp/238.125.7.146:5140
XJTV3,http://49.113.10.134:888/rtp/238.125.3.176:5140
XJTV3,http://49.113.10.134:888/rtp/238.125.7.147:5140
XJTV4,http://49.113.10.134:888/rtp/238.125.3.177:5140
XJTV4,http://49.113.10.134:888/rtp/238.125.7.148:5140
XJTV5,http://49.113.10.134:888/rtp/238.125.3.178:5140
XJTV5,http://49.113.10.134:888/rtp/238.125.7.149:5140
XJTV6,http://49.113.10.134:888/rtp/238.125.3.179:5140
XJTV6,http://49.113.10.134:888/rtp/238.125.7.150:5140
XJTV7,http://49.113.10.134:888/rtp/238.125.3.180:5140
XJTV7,http://49.113.10.134:888/rtp/238.125.7.151:5140
XJTV8,http://49.113.10.134:888/rtp/238.125.3.181:5140
XJTV8,http://49.113.10.134:888/rtp/238.125.7.152:5140
XJTV9,http://49.113.10.134:888/rtp/238.125.3.182:5140
XJTV9,http://49.113.10.134:888/rtp/238.125.7.153:5140
三沙,http://49.113.10.134:888/rtp/238.125.2.139:5140
三沙,http://49.113.10.134:888/rtp/238.125.5.114:5140
上海纪实,http://49.113.10.134:888/rtp/238.125.3.135:5140
上海纪实人文,http://49.113.10.134:888/rtp/238.125.5.72:5140
且末1,http://49.113.10.134:888/rtp/238.125.3.241:5140
且末1,http://49.113.10.134:888/rtp/238.125.7.183:5140
且末2（维语）,http://49.113.10.134:888/rtp/238.125.3.242:5140
且末2（维语）,http://49.113.10.134:888/rtp/238.125.7.184:5140
东南,http://49.113.10.134:888/rtp/238.125.1.49:5140
东方,http://49.113.10.134:888/rtp/238.125.1.5:5140
东方,http://49.113.10.134:888/rtp/238.125.5.5:5140
东方财经,http://49.113.10.134:888/rtp/238.125.2.147:5140
东方财经,http://49.113.10.134:888/rtp/238.125.4.54:5140
东方购物3越剧,http://49.113.10.134:888/rtp/238.125.2.146:5140
东方购物3越剧,http://49.113.10.134:888/rtp/238.125.5.123:5140
中国教育一台,http://49.113.10.134:888/rtp/238.125.1.51:5140
中国教育一台,http://49.113.10.134:888/rtp/238.125.3.124:5140
乌鲁木齐1,http://49.113.10.134:888/rtp/238.125.2.244:5140
乌鲁木齐1,http://49.113.10.134:888/rtp/238.125.7.200:5140
乌鲁木齐2,http://49.113.10.134:888/rtp/238.125.2.243:5140
乌鲁木齐2,http://49.113.10.134:888/rtp/238.125.7.201:5140
乌鲁木齐3,http://49.113.10.134:888/rtp/238.125.2.242:5140
乌鲁木齐3,http://49.113.10.134:888/rtp/238.125.7.202:5140
乌鲁木齐4,http://49.113.10.134:888/rtp/238.125.2.241:5140
乌鲁木齐4,http://49.113.10.134:888/rtp/238.125.7.203:5140
乌鲁木齐6,http://49.113.10.134:888/rtp/238.125.2.239:5140
乌鲁木齐6,http://49.113.10.134:888/rtp/238.125.7.205:5140
云南,http://49.113.10.134:888/rtp/238.125.2.223:5140
云南,http://49.113.10.134:888/rtp/238.125.5.32:5140
五家渠广告,http://49.113.10.134:888/rtp/238.125.3.164:5140
五家渠广告,http://49.113.10.134:888/rtp/238.125.7.144:5140
五家渠新闻,http://49.113.10.134:888/rtp/238.125.3.165:5140
五家渠新闻,http://49.113.10.134:888/rtp/238.125.7.141:5140
五家渠经济生活,http://49.113.10.134:888/rtp/238.125.3.166:5140
五家渠经济生活,http://49.113.10.134:888/rtp/238.125.7.142:5140
伊宁县1,http://49.113.10.134:888/rtp/238.125.3.228:5140
伊宁县1,http://49.113.10.134:888/rtp/238.125.7.174:5140
伊宁县2_（维语）,http://49.113.10.134:888/rtp/238.125.3.229:5140
伊宁县2（维语）,http://49.113.10.134:888/rtp/238.125.7.175:5140
伊犁01,http://49.113.10.134:888/rtp/238.125.0.147:5140
伊犁01,http://49.113.10.134:888/rtp/238.125.4.147:5140
伊犁02_（哈语）,http://49.113.10.134:888/rtp/238.125.0.148:5140
伊犁02_（哈语）,http://49.113.10.134:888/rtp/238.125.4.148:5140
伊犁03_（维语）,http://49.113.10.134:888/rtp/238.125.0.149:5140
伊犁03_（维语）,http://49.113.10.134:888/rtp/238.125.4.149:5140
伊犁04,http://49.113.10.134:888/rtp/238.125.0.150:5140
伊犁04,http://49.113.10.134:888/rtp/238.125.4.150:5140
克州1,http://49.113.10.134:888/rtp/238.125.0.240:5140
克州1,http://49.113.10.134:888/rtp/238.125.4.240:5140
克州2_（克尔克孜语）,http://49.113.10.134:888/rtp/238.125.0.242:5140
克州2_（克尔克孜语）,http://49.113.10.134:888/rtp/238.125.4.241:5140
克州3_（维语）,http://49.113.10.134:888/rtp/238.125.0.241:5140
克州3_（维语）,http://49.113.10.134:888/rtp/238.125.4.242:5140
党员远程教育,http://49.113.10.134:888/rtp/238.125.0.144:5140
党员远程教育,http://49.113.10.134:888/rtp/238.125.4.144:5140
全纪实,http://49.113.10.134:888/rtp/238.125.1.30:5140
全纪实,http://49.113.10.134:888/rtp/238.125.5.30:5140
冬奥纪实,http://49.113.10.134:888/rtp/238.125.3.121:5140
动漫秀场,http://49.113.10.134:888/rtp/238.125.1.33:5140
动漫秀场,http://49.113.10.134:888/rtp/238.125.5.33:5140
北京,http://49.113.10.134:888/rtp/238.125.1.3:5140
北京,http://49.113.10.134:888/rtp/238.125.5.3:5140
北京冬奥纪实,http://49.113.10.134:888/rtp/238.125.5.70:5140
十二师1,http://49.113.10.134:888/rtp/238.125.2.212:5140
十二师1,http://49.113.10.134:888/rtp/238.125.7.114:5140
博州TV-1,http://49.113.10.134:888/rtp/238.125.3.12:5140
博州TV-1,http://49.113.10.134:888/rtp/238.125.7.12:5140
博州TV-2,http://49.113.10.134:888/rtp/238.125.3.13:5140
博州TV-2,http://49.113.10.134:888/rtp/238.125.7.13:5140
博州TV-3,http://49.113.10.134:888/rtp/238.125.3.14:5140
博州TV-3,http://49.113.10.134:888/rtp/238.125.7.14:5140
可克达拉,http://49.113.10.134:888/rtp/238.125.2.158:5140
可克达拉,http://49.113.10.134:888/rtp/238.125.7.164:5140
吐鲁番远教,http://49.113.10.134:888/rtp/238.125.4.190:5140
呼图壁1,http://49.113.10.134:888/rtp/238.125.3.91:5140
和丰1,http://49.113.10.134:888/rtp/238.125.2.192:5140
和田汉语,http://49.113.10.134:888/rtp/238.125.3.35:5140
和田汉语,http://49.113.10.134:888/rtp/238.125.7.35:5140
和田洛浦1,http://49.113.10.134:888/rtp/238.125.2.182:5140
和田洛浦1,http://49.113.10.134:888/rtp/238.125.7.218:5140
哈密巴里坤1,http://49.113.10.134:888/rtp/238.125.2.180:5140
哈密巴里坤1,http://49.113.10.134:888/rtp/238.125.7.220:5140
哈密巴里坤2,http://49.113.10.134:888/rtp/238.125.2.179:5140
哈密巴里坤2,http://49.113.10.134:888/rtp/238.125.7.221:5140
哈巴河1,http://49.113.10.134:888/rtp/238.125.2.188:5140
哈巴河2,http://49.113.10.134:888/rtp/238.125.2.187:5140
喀什1,http://49.113.10.134:888/rtp/238.125.3.214:5140
喀什2,http://49.113.10.134:888/rtp/238.125.3.215:5140
喀什3,http://49.113.10.134:888/rtp/238.125.3.216:5140
四川,http://49.113.10.134:888/rtp/238.125.1.62:5140
四川,http://49.113.10.134:888/rtp/238.125.5.62:5140
图木舒克1,http://49.113.10.134:888/rtp/238.125.3.239:5140
图木舒克1,http://49.113.10.134:888/rtp/238.125.7.181:5140
图木舒克2,http://49.113.10.134:888/rtp/238.125.3.240:5140
图木舒克2,http://49.113.10.134:888/rtp/238.125.7.182:5140
塔里木1,http://49.113.10.134:888/rtp/238.125.3.150:5140
塔里木1,http://49.113.10.134:888/rtp/238.125.7.120:5140
塔里木2,http://49.113.10.134:888/rtp/238.125.3.151:5140
塔里木2,http://49.113.10.134:888/rtp/238.125.7.121:5140
墨玉1,http://49.113.10.134:888/rtp/238.125.7.132:5140
墨玉2,http://49.113.10.134:888/rtp/238.125.7.133:5140
天津,http://49.113.10.134:888/rtp/238.125.5.13:5140
奎屯1,http://49.113.10.134:888/rtp/238.125.7.185:5140
安徽,http://49.113.10.134:888/rtp/238.125.1.9:5140
安徽,http://49.113.10.134:888/rtp/238.125.5.9:5140
安徽人物频道_（？）,http://49.113.10.134:888/rtp/238.125.5.109:5140
安徽人物频道（？）,http://49.113.10.134:888/rtp/238.125.2.197:5140
家庭理财,http://49.113.10.134:888/rtp/238.125.2.195:5140
山东,http://49.113.10.134:888/rtp/238.125.1.11:5140
山东,http://49.113.10.134:888/rtp/238.125.5.11:5140
岳普湖1,http://49.113.10.134:888/rtp/238.125.2.249:5140
岳普湖1,http://49.113.10.134:888/rtp/238.125.7.193:5140
岳普湖2,http://49.113.10.134:888/rtp/238.125.2.248:5140
岳普湖2,http://49.113.10.134:888/rtp/238.125.7.194:5140
巴州01,http://49.113.10.134:888/rtp/238.125.3.38:5140
巴州01,http://49.113.10.134:888/rtp/238.125.7.38:5140
巴州02,http://49.113.10.134:888/rtp/238.125.3.39:5140
巴州02,http://49.113.10.134:888/rtp/238.125.7.39:5140
巴州03,http://49.113.10.134:888/rtp/238.125.3.40:5140
巴州03,http://49.113.10.134:888/rtp/238.125.7.40:5140
巴州04,http://49.113.10.134:888/rtp/238.125.3.43:5140
巴州04,http://49.113.10.134:888/rtp/238.125.7.43:5140
巴楚1,http://49.113.10.134:888/rtp/238.125.3.49:5140
巴楚1,http://49.113.10.134:888/rtp/238.125.7.49:5140
巴楚2,http://49.113.10.134:888/rtp/238.125.3.50:5140
布尔津县01,http://49.113.10.134:888/rtp/238.125.2.164:5140
布尔津县02,http://49.113.10.134:888/rtp/238.125.2.163:5140
布尔津县02,http://49.113.10.134:888/rtp/238.125.7.225:5140
广东,http://49.113.10.134:888/rtp/238.125.1.12:5140
广东,http://49.113.10.134:888/rtp/238.125.5.12:5140
广西,http://49.113.10.134:888/rtp/238.125.2.218:5140
广西,http://49.113.10.134:888/rtp/238.125.5.105:5140
库车2,http://49.113.10.134:888/rtp/238.125.3.118:5140
新视觉,http://49.113.10.134:888/rtp/238.125.1.34:5140
昌吉市,http://49.113.10.134:888/rtp/238.125.3.27:5140
昌吉市,http://49.113.10.134:888/rtp/238.125.7.27:5140
昌吉综合,http://49.113.10.134:888/rtp/238.125.0.145:5140
昌吉综合,http://49.113.10.134:888/rtp/238.125.4.145:5140
昭苏1,http://49.113.10.134:888/rtp/238.125.3.225:5140
昭苏1,http://49.113.10.134:888/rtp/238.125.7.171:5140
昭苏2,http://49.113.10.134:888/rtp/238.125.3.226:5140
昭苏2,http://49.113.10.134:888/rtp/238.125.7.172:5140
江苏,http://49.113.10.134:888/rtp/238.125.1.6:5140
江苏,http://49.113.10.134:888/rtp/238.125.5.6:5140
江西,http://49.113.10.134:888/rtp/238.125.3.106:5140
江西,http://49.113.10.134:888/rtp/238.125.7.106:5140
河南,http://49.113.10.134:888/rtp/238.125.3.171:5140
河南,http://49.113.10.134:888/rtp/238.125.6.171:5140
洛浦2,http://49.113.10.134:888/rtp/238.125.2.181:5140
洛浦2,http://49.113.10.134:888/rtp/238.125.7.219:5140
浙江,http://49.113.10.134:888/rtp/238.125.1.7:5140
浙江,http://49.113.10.134:888/rtp/238.125.5.7:5140
海南,http://49.113.10.134:888/rtp/238.125.1.68:5140
海南,http://49.113.10.134:888/rtp/238.125.5.68:5140
深圳,http://49.113.10.134:888/rtp/238.125.1.2:5140
深圳,http://49.113.10.134:888/rtp/238.125.5.2:5140
湖北,http://49.113.10.134:888/rtp/238.125.1.10:5140
湖北,http://49.113.10.134:888/rtp/238.125.5.10:5140
湖南,http://49.113.10.134:888/rtp/238.125.1.4:5140
湖南,http://49.113.10.134:888/rtp/238.125.1.63:5140
湖南茶,http://49.113.10.134:888/rtp/238.125.2.238:5140
湖南金鹰纪实,http://49.113.10.134:888/rtp/238.125.5.71:5140
玛纳斯1,http://49.113.10.134:888/rtp/238.125.3.114:5140
疏勒1,http://49.113.10.134:888/rtp/238.125.2.215:5140
疏勒1,http://49.113.10.134:888/rtp/238.125.7.208:5140
疏勒2,http://49.113.10.134:888/rtp/238.125.2.214:5140
疏勒2,http://49.113.10.134:888/rtp/238.125.7.209:5140
百事通4K,http://49.113.10.134:888/rtp/238.125.3.127:5140
百视通,http://49.113.10.134:888/rtp/238.125.3.251:5140
百视通,http://49.113.10.134:888/rtp/238.125.3.59:5140
百视通,http://49.113.10.134:888/rtp/238.125.3.60:5140
百视通,http://49.113.10.134:888/rtp/238.125.3.61:5140
百视通,http://49.113.10.134:888/rtp/238.125.3.62:5140
百视通,http://49.113.10.134:888/rtp/238.125.3.63:5140
百视通,http://49.113.10.134:888/rtp/238.125.3.64:5140
百视通,http://49.113.10.134:888/rtp/238.125.3.65:5140
百视通,http://49.113.10.134:888/rtp/238.125.3.66:5140
百视通,http://49.113.10.134:888/rtp/238.125.3.67:5140
百视通,http://49.113.10.134:888/rtp/238.125.3.68:5140
百视通,http://49.113.10.134:888/rtp/238.125.3.69:5140
百视通,http://49.113.10.134:888/rtp/238.125.5.47:5140
百视通,http://49.113.10.134:888/rtp/238.125.7.59:5140
百视通,http://49.113.10.134:888/rtp/238.125.7.60:5140
百视通,http://49.113.10.134:888/rtp/238.125.7.61:5140
百视通,http://49.113.10.134:888/rtp/238.125.7.62:5140
百视通,http://49.113.10.134:888/rtp/238.125.7.63:5140
百视通,http://49.113.10.134:888/rtp/238.125.7.64:5140
百视通,http://49.113.10.134:888/rtp/238.125.7.65:5140
百视通,http://49.113.10.134:888/rtp/238.125.7.66:5140
百视通,http://49.113.10.134:888/rtp/238.125.7.68:5140
百视通,http://49.113.10.134:888/rtp/238.125.7.69:5140
福海1,http://49.113.10.134:888/rtp/238.125.2.167:5140
福海1,http://49.113.10.134:888/rtp/238.125.7.222:5140
福海2,http://49.113.10.134:888/rtp/238.125.2.166:5140
福海2,http://49.113.10.134:888/rtp/238.125.7.223:5140
精彩影视,http://49.113.10.134:888/rtp/238.125.2.196:5140
精彩影视,http://49.113.10.134:888/rtp/238.125.5.110:5140
精河-1,http://49.113.10.134:888/rtp/238.125.3.126:5140
英吉沙2,http://49.113.10.134:888/rtp/238.125.2.250:5140
英吉沙2,http://49.113.10.134:888/rtp/238.125.7.192:5140
辽宁,http://49.113.10.134:888/rtp/238.125.1.15:5140
辽宁,http://49.113.10.134:888/rtp/238.125.5.15:5140
都市剧场,http://49.113.10.134:888/rtp/238.125.1.60:5140
都市剧场,http://49.113.10.134:888/rtp/238.125.5.60:5140
重庆,http://49.113.10.134:888/rtp/238.125.1.14:5140
重庆,http://49.113.10.134:888/rtp/238.125.5.14:5140
金色频道,http://49.113.10.134:888/rtp/238.125.2.202:5140
金色频道,http://49.113.10.134:888/rtp/238.125.5.115:5140
金鹰纪实,http://49.113.10.134:888/rtp/238.125.3.122:5140
阿克苏TV-1,http://49.113.10.134:888/rtp/238.125.3.84:5140
阿克苏TV-1,http://49.113.10.134:888/rtp/238.125.7.84:5140
阿克苏TV-3,http://49.113.10.134:888/rtp/238.125.3.86:5140
阿克苏TV-3,http://49.113.10.134:888/rtp/238.125.7.86:5140
阿克苏新和1,http://49.113.10.134:888/rtp/238.125.2.254:5140
阿克苏新和1,http://49.113.10.134:888/rtp/238.125.7.190:5140
阿克苏新和2,http://49.113.10.134:888/rtp/238.125.3.253:5140
阿勒泰1_720,http://49.113.10.134:888/rtp/238.125.3.54:5140
阿勒泰1_720,http://49.113.10.134:888/rtp/238.125.7.54:5140
阿勒泰2,http://49.113.10.134:888/rtp/238.125.2.222:5140
阿勒泰2,http://49.113.10.134:888/rtp/238.125.7.134:5140
陕西,http://49.113.10.134:888/rtp/238.125.2.165:5140
陕西,http://49.113.10.134:888/rtp/238.125.5.121:5140
霍城-1,http://49.113.10.134:888/rtp/238.125.3.7:5140
霍城-2_(维语),http://49.113.10.134:888/rtp/238.125.3.6:5140
霍城-2_(维语),http://49.113.10.134:888/rtp/238.125.7.6:5140
霍尔果斯1,http://49.113.10.134:888/rtp/238.125.3.238:5140
霍尔果斯1,http://49.113.10.134:888/rtp/238.125.7.180:5140
青河-2,http://49.113.10.134:888/rtp/238.125.2.161:5140
青河2,http://49.113.10.134:888/rtp/238.125.7.226:5140
青河2,http://49.113.10.134:888/rtp/238.125.7.227:5140
魅力足球,http://49.113.10.134:888/rtp/238.125.2.142:5140
魅力足球,http://49.113.10.134:888/rtp/238.125.5.124:5140
麦盖提2,http://49.113.10.134:888/rtp/238.125.3.193:5140
麦盖提2,http://49.113.10.134:888/rtp/238.125.7.161:5140
黑龙江,http://49.113.10.134:888/rtp/238.125.1.8:5140
黑龙江,http://49.113.10.134:888/rtp/238.125.5.8:5140

更新时间,#genre#
2024-03-19_19:33:44,https://taoiptv.com/time.mp4
