央视频道,#genre#
CCTV10,http://49.113.10.134:888/rtp/238.125.1.27:5140
CCTV11,http://49.113.10.134:888/rtp/238.125.3.212:5140
CCTV11,http://49.113.10.134:888/rtp/238.125.4.83:5140
CCTV12,http://49.113.10.134:888/rtp/238.125.1.28:5140
CCTV12,http://49.113.10.134:888/rtp/238.125.5.28:5140
CCTV13,http://49.113.10.134:888/rtp/238.125.2.245:5140
CCTV14,http://49.113.10.134:888/rtp/238.125.1.66:5140
CCTV14,http://49.113.10.134:888/rtp/238.125.4.198:5140
CCTV14,http://49.113.10.134:888/rtp/238.125.5.66:5140
CCTV15,http://49.113.10.134:888/rtp/238.125.3.213:5140
CCTV15,http://49.113.10.134:888/rtp/238.125.4.84:5140
CCTV16,http://49.113.10.134:888/rtp/238.125.2.168:5140
CCTV16,http://49.113.10.134:888/rtp/238.125.2.183:5140
CCTV16,http://49.113.10.134:888/rtp/238.125.5.120:5140
CCTV16,http://49.113.10.134:888/rtp/238.125.5.34:5140
CCTV17,http://49.113.10.134:888/rtp/238.125.3.153:5140
CCTV17,http://49.113.10.134:888/rtp/238.125.5.74:5140

卫视频道,#genre#
卡酷动画,http://49.113.10.134:888/rtp/238.125.2.216:5140
卡酷动画,http://49.113.10.134:888/rtp/238.125.5.107:5140
哈哈炫动,http://49.113.10.134:888/rtp/238.125.2.217:5140
哈哈炫动,http://49.113.10.134:888/rtp/238.125.5.106:5140
金鹰卡通,http://49.113.10.134:888/rtp/238.125.2.235:5140
金鹰卡通,http://49.113.10.134:888/rtp/238.125.5.104:5140

国教频道,#genre#
中国教育4,http://49.113.10.134:888/rtp/238.125.2.141:5140
中国教育4,http://49.113.10.134:888/rtp/238.125.3.92:5140
中国教育4,http://49.113.10.134:888/rtp/238.125.4.98:5140
CGTN,http://49.113.10.134:888/rtp/238.125.3.134:5140
CGTN,http://49.113.10.134:888/rtp/238.125.5.69:5140

数字频道,#genre#
第一财经,http://49.113.10.134:888/rtp/238.125.1.59:5140
梨园频道,http://49.113.10.134:888/rtp/238.125.2.221:5140
梨园频道,http://49.113.10.134:888/rtp/238.125.4.103:5140
生活时尚,http://49.113.10.134:888/rtp/238.125.2.204:5140
生活时尚,http://49.113.10.134:888/rtp/238.125.5.113:5140
欢笑剧场,http://49.113.10.134:888/rtp/238.125.2.159:5140
欢笑剧场,http://49.113.10.134:888/rtp/238.125.5.122:5140
求索记录,http://49.113.10.134:888/rtp/238.125.2.198:5140
求索记录,http://49.113.10.134:888/rtp/238.125.5.108:5140
茶频道,http://49.113.10.134:888/rtp/238.125.5.101:5140
武术世界,http://49.113.10.134:888/rtp/238.125.2.220:5140
武术世界,http://49.113.10.134:888/rtp/238.125.4.104:5140
文物宝库,http://49.113.10.134:888/rtp/238.125.4.106:5140
快乐垂钓,http://49.113.10.134:888/rtp/238.125.5.103:5140
游戏风云,http://49.113.10.134:888/rtp/238.125.1.36:5140
游戏风云,http://49.113.10.134:888/rtp/238.125.5.36:5140

其他频道,#genre#
2160_25P_AVC_2.0_SDR_BT.709,http://49.113.10.134:888/rtp/238.125.2.209:5140
2160_50p_HEVC_2.0_HLG_BT.2020,http://49.113.10.134:888/rtp/238.125.2.157:5140
2160_50p_HEVC_SDR_BT.709,http://49.113.10.134:888/rtp/238.125.2.155:5140
8M--上海纪实,http://49.113.10.134:888/rtp/238.125.1.50:5140
8M--上海纪实,http://49.113.10.134:888/rtp/238.125.5.50:5140
8M-法治天地-4-2,http://49.113.10.134:888/rtp/238.125.2.201:5140
8M-法治天地-4-2,http://49.113.10.134:888/rtp/238.125.5.116:5140
9师TV1,http://49.113.10.134:888/rtp/238.125.3.109:5140
CCTV01,http://49.113.10.134:888/rtp/238.125.5.1:5140
CCTV01,http://49.113.10.134:888/rtp/238.125.5.96:5140
CCTV02,http://49.113.10.134:888/rtp/238.125.1.20:5140
CCTV02,http://49.113.10.134:888/rtp/238.125.5.20:5140
