央视频道,#genre#
CCTV4,http://113.138.129.36:8001/rtp/239.112.205.202:5140
CCTV4,http://113.138.134.202:8001/rtp/239.112.205.202:5140
CCTV4,http://124.115.207.92:8081/rtp/239.112.205.202:5140
CCTV4欧洲,http://113.138.129.36:8001/rtp/239.111.205.83:5140
CCTV4欧洲,http://113.138.134.202:8001/rtp/239.111.205.83:5140
CCTV4欧洲,http://124.115.207.92:8081/rtp/239.111.205.83:5140
CCTV4美洲,http://113.138.129.36:8001/rtp/239.111.205.84:5140
CCTV4美洲,http://113.138.134.202:8001/rtp/239.111.205.84:5140
CCTV4美洲,http://124.115.207.92:8081/rtp/239.111.205.84:5140
CCTV9,http://113.138.129.36:8001/rtp/239.112.205.85:5140
CCTV9,http://113.138.134.202:8001/rtp/239.112.205.85:5140
CCTV9,http://124.115.207.92:8081/rtp/239.112.205.85:5140
CCTV10,http://113.138.129.36:8001/rtp/239.112.205.86:5140
CCTV10,http://113.138.134.202:8001/rtp/239.112.205.86:5140
CCTV10,http://124.115.207.92:8081/rtp/239.112.205.86:5140
CCTV11,http://113.138.129.36:8001/rtp/239.112.205.213:5140
CCTV11,http://113.138.134.202:8001/rtp/239.112.205.213:5140
CCTV11,http://124.115.207.92:8081/rtp/239.112.205.213:5140
CCTV12,http://113.138.129.36:8001/rtp/239.112.205.88:5140
CCTV12,http://113.138.134.202:8001/rtp/239.112.205.88:5140
CCTV12,http://124.115.207.92:8081/rtp/239.112.205.88:5140
CCTV13,http://113.138.129.36:8001/rtp/239.111.205.53:5140
CCTV13,http://113.138.134.202:8001/rtp/239.111.205.53:5140
CCTV13,http://124.115.207.92:8081/rtp/239.111.205.53:5140
CCTV14,http://113.138.129.36:8001/rtp/239.112.205.91:5140
CCTV14,http://113.138.134.202:8001/rtp/239.112.205.91:5140
CCTV14,http://124.115.207.92:8081/rtp/239.112.205.91:5140
CCTV15,http://113.138.129.36:8001/rtp/239.112.205.214:5140
CCTV15,http://113.138.134.202:8001/rtp/239.112.205.214:5140
CCTV15,http://124.115.207.92:8081/rtp/239.112.205.214:5140

卫视频道,#genre#
江苏卫视,http://113.138.129.36:8001/rtp/239.112.205.63:5140
江苏卫视,http://113.138.134.202:8001/rtp/239.112.205.63:5140
江苏卫视,http://124.115.207.92:8081/rtp/239.112.205.63:5140
北京卫视,http://113.138.129.36:8001/rtp/239.112.205.65:5140
北京卫视,http://113.138.134.202:8001/rtp/239.112.205.65:5140
北京卫视,http://124.115.207.92:8081/rtp/239.112.205.65:5140
甘肃卫视,http://113.138.129.36:8001/rtp/239.111.205.88:5140
甘肃卫视,http://113.138.134.202:8001/rtp/239.111.205.88:5140
甘肃卫视,http://124.115.207.92:8081/rtp/239.111.205.88:5140

国教频道,#genre#
CGTN,http://113.138.129.36:8001/rtp/239.111.205.32:5140
CGTN,http://113.138.129.36:8001/rtp/239.111.205.33:5140
CGTN,http://113.138.129.36:8001/rtp/239.111.205.34:5140
CGTN,http://113.138.129.36:8001/rtp/239.111.205.85:5140
CGTN,http://113.138.134.202:8001/rtp/239.111.205.32:5140
CGTN,http://113.138.134.202:8001/rtp/239.111.205.33:5140
CGTN,http://113.138.134.202:8001/rtp/239.111.205.34:5140
CGTN,http://113.138.134.202:8001/rtp/239.111.205.85:5140
CGTN,http://124.115.207.92:8081/rtp/239.111.205.32:5140
CGTN,http://124.115.207.92:8081/rtp/239.111.205.33:5140
CGTN,http://124.115.207.92:8081/rtp/239.111.205.34:5140
CGTN,http://124.115.207.92:8081/rtp/239.111.205.85:5140
CGTN俄语,http://113.138.129.36:8001/rtp/239.111.205.87:5140
CGTN俄语,http://113.138.134.202:8001/rtp/239.111.205.87:5140
CGTN俄语,http://124.115.207.92:8081/rtp/239.111.205.87:5140
CGTN阿语,http://113.138.129.36:8001/rtp/239.111.205.86:5140
CGTN阿语,http://113.138.134.202:8001/rtp/239.111.205.86:5140
CGTN阿语,http://124.115.207.92:8081/rtp/239.111.205.86:5140

数字频道,#genre#
欢笑剧场,http://113.138.129.36:8001/rtp/239.112.205.236:5140
